,galaxy,field,sub_field_index,ra_1,ra_2,dec_1,dec_2
886,lmc,LMC210,7,6:08:27.64,6:09:48.41,-72:16:35.5,-72:17:01.0
887,lmc,LMC210,8,6:08:25.15,6:09:45.87,-72:28:59.8,-72:28:38.0
888,lmc,LMC211,1,6:12:45.94,6:14:05.46,-73:03:16.6,-73:03:25.6
889,lmc,LMC211,2,6:12:39.97,6:14:02.82,-72:54:48.4,-72:51:51.3
890,lmc,LMC211,3,6:12:41.96,6:14:03.16,-72:47:41.7,-72:46:58.5
891,lmc,LMC211,4,6:12:41.11,6:14:00.84,-72:35:09.6,-72:36:04.0
892,lmc,LMC211,5,6:08:43.58,6:10:04.51,-72:35:21.9,-72:30:00.0
893,lmc,LMC211,6,6:08:42.51,6:10:02.21,-72:46:50.9,-72:40:27.9
894,lmc,LMC211,7,6:08:38.04,6:10:00.72,-72:52:10.2,-72:54:16.9
895,lmc,LMC211,8,6:08:38.01,6:10:01.47,-73:05:10.5,-73:06:03.8
896,lmc,LMC212,1,6:12:13.95,6:13:22.12,-69:31:55.8,-69:32:57.6
897,lmc,LMC212,2,6:12:12.38,6:13:22.11,-69:19:47.2,-69:23:15.2
898,lmc,LMC212,3,6:12:10.36,6:13:18.21,-69:07:55.0,-69:10:31.3
899,lmc,LMC212,4,6:12:11.22,6:13:18.10,-69:02:11.4,-69:00:07.6
900,lmc,LMC212,5,6:08:50.63,6:09:56.75,-69:03:11.3,-68:59:44.6
901,lmc,LMC212,6,6:08:50.05,6:09:57.24,-69:08:11.7,-69:07:03.6
902,lmc,LMC212,7,6:08:49.65,6:09:58.63,-69:15:00.1,-69:18:50.1
903,lmc,LMC212,8,6:08:50.74,6:09:58.25,-69:29:15.2,-69:31:58.2
904,lmc,LMC213,1,6:13:23.06,6:14:37.68,-70:03:38.2,-70:08:07.4
905,lmc,LMC213,2,6:13:25.51,6:14:34.40,-69:56:07.1,-69:54:22.6
906,lmc,LMC213,3,6:13:24.56,6:14:35.26,-69:47:13.9,-69:42:32.3
907,lmc,LMC213,4,6:13:22.75,6:14:33.12,-69:38:12.1,-69:35:31.7
908,lmc,LMC213,5,6:09:56.98,6:11:09.18,-69:37:39.3,-69:34:09.7
909,lmc,LMC213,6,6:09:53.78,6:11:07.63,-69:45:02.0,-69:44:18.9
910,lmc,LMC213,7,6:09:55.02,6:11:07.10,-69:54:26.8,-69:58:26.5
911,lmc,LMC213,8,6:09:54.17,6:11:03.97,-70:07:17.4,-70:06:47.3
912,lmc,LMC214,1,6:15:11.43,6:16:23.02,-70:39:39.9,-70:41:34.2
913,lmc,LMC214,2,6:15:09.03,6:16:21.98,-70:30:33.0,-70:31:42.6
914,lmc,LMC214,3,6:15:07.78,6:16:20.13,-70:24:06.2,-70:21:46.0
915,lmc,LMC214,4,6:15:06.34,6:16:17.99,-70:09:50.6,-70:17:03.6
916,lmc,LMC214,5,6:11:34.87,6:12:46.56,-70:16:48.3,-70:08:21.3
917,lmc,LMC214,6,6:11:32.45,6:12:45.62,-70:24:04.0,-70:21:47.9
918,lmc,LMC214,7,6:11:35.77,6:12:46.40,-70:30:20.6,-70:26:42.0
919,lmc,LMC214,8,6:11:33.07,6:12:44.22,-70:35:39.9,-70:42:28.7
920,lmc,LMC215,1,6:16:48.65,6:18:04.80,-71:16:47.6,-71:19:33.7
921,lmc,LMC215,2,6:16:49.78,6:18:02.67,-71:08:52.5,-71:03:31.8
922,lmc,LMC215,3,6:16:49.38,6:18:02.10,-70:58:09.2,-70:58:40.5
923,lmc,LMC215,4,6:16:46.35,6:18:01.12,-70:48:00.2,-70:49:09.0
924,lmc,LMC215,5,6:13:11.06,6:14:22.07,-70:48:17.8,-70:50:38.2
925,lmc,LMC215,6,6:13:07.06,6:14:21.82,-70:57:01.8,-70:57:33.1
926,lmc,LMC215,7,6:13:09.83,6:14:21.69,-71:06:10.6,-71:04:10.7
927,lmc,LMC215,8,6:13:05.83,6:14:21.24,-71:14:06.9,-71:14:21.9
928,smc,SMC100,1,0:51:28.36,0:52:53.67,-73:22:24.8,-73:26:08.3
929,smc,SMC100,2,0:51:28.67,0:52:54.00,-73:15:36.8,-73:15:27.8
930,smc,SMC100,3,0:51:26.91,0:52:51.35,-73:05:32.7,-73:05:54.9
931,smc,SMC100,4,0:51:26.38,0:52:49.61,-72:55:33.8,-72:56:25.0
932,smc,SMC100,5,0:47:23.89,0:48:45.55,-72:57:34.6,-72:57:40.2
933,smc,SMC100,6,0:47:22.42,0:48:43.75,-73:04:13.6,-73:07:44.6
934,smc,SMC100,7,0:47:20.49,0:48:43.68,-73:13:47.3,-73:13:26.5
935,smc,SMC100,8,0:47:17.73,0:48:43.85,-73:25:26.3,-73:22:11.4
936,smc,SMC101,1,0:51:25.08,0:52:45.97,-72:48:37.0,-72:49:09.7
937,smc,SMC101,2,0:51:23.26,0:52:45.46,-72:40:05.3,-72:39:12.3
938,smc,SMC101,3,0:51:23.53,0:52:42.80,-72:30:14.1,-72:31:45.2
939,smc,SMC101,4,0:51:22.83,0:52:43.18,-72:20:46.7,-72:22:18.5
940,smc,SMC101,5,0:47:26.03,0:48:45.71,-72:19:49.3,-72:21:02.6
941,smc,SMC101,6,0:47:24.20,0:48:44.18,-72:30:14.0,-72:29:56.6
942,smc,SMC101,7,0:47:24.15,0:48:44.21,-72:38:26.9,-72:39:45.5
943,smc,SMC101,8,0:47:23.20,0:48:43.90,-72:49:20.7,-72:49:27.8
944,smc,SMC102,1,0:51:27.28,0:52:46.62,-72:12:44.4,-72:13:35.8
945,smc,SMC102,2,0:51:27.55,0:52:42.97,-72:04:48.7,-71:57:22.5
946,smc,SMC102,3,0:51:23.53,0:52:41.76,-71:49:08.5,-71:52:06.8
947,smc,SMC102,4,0:51:24.34,0:52:42.58,-71:44:06.9,-71:44:44.8
948,smc,SMC102,5,0:47:37.38,0:48:53.55,-71:42:01.0,-71:39:23.0
949,smc,SMC102,6,0:47:33.67,0:48:52.86,-71:53:25.2,-71:54:55.8
950,smc,SMC102,7,0:47:32.79,0:48:50.84,-72:05:52.3,-72:05:43.4
951,smc,SMC102,8,0:47:31.86,0:48:50.80,-72:08:50.8,-72:13:01.2
952,smc,SMC103,1,0:51:34.19,0:53:03.30,-74:01:28.9,-74:00:01.2
953,smc,SMC103,2,0:51:33.20,0:53:00.82,-73:51:38.1,-73:51:52.7
954,smc,SMC103,3,0:51:32.63,0:52:59.27,-73:41:34.0,-73:40:10.4
955,smc,SMC103,4,0:51:33.28,0:52:57.33,-73:34:04.4,-73:31:34.5
956,smc,SMC103,5,0:47:17.36,0:48:45.98,-73:34:28.1,-73:30:41.4
957,smc,SMC103,6,0:47:16.98,0:48:44.70,-73:43:23.8,-73:42:22.1
958,smc,SMC103,7,0:47:15.96,0:48:42.31,-73:49:31.4,-73:51:08.3
959,smc,SMC103,8,0:47:15.50,0:48:37.68,-73:55:24.2,-73:59:20.7
960,smc,SMC104,1,0:51:36.41,0:53:06.08,-74:37:26.4,-74:31:00.6
961,smc,SMC104,2,0:51:35.46,0:53:04.19,-74:26:20.6,-74:24:00.6
962,smc,SMC104,3,0:51:32.72,0:53:01.31,-74:10:56.0,-74:12:37.1
963,smc,SMC104,4,0:51:34.62,0:53:00.57,-74:09:34.4,-74:07:22.6
964,smc,SMC104,5,0:47:10.93,0:48:40.15,-74:02:56.0,-74:03:41.9
965,smc,SMC104,6,0:47:10.77,0:48:38.37,-74:15:02.7,-74:18:22.7
966,smc,SMC104,7,0:47:07.44,0:48:39.83,-74:27:57.4,-74:24:56.2
967,smc,SMC104,8,0:47:04.51,0:48:36.56,-74:36:54.3,-74:29:37.6
968,smc,SMC105,1,0:59:11.62,1:00:34.81,-72:59:20.2,-73:02:03.0
969,smc,SMC105,2,0:59:11.03,1:00:32.10,-72:51:38.2,-72:50:03.3
970,smc,SMC105,3,0:59:09.67,1:00:32.99,-72:41:42.8,-72:42:27.1
971,smc,SMC105,4,0:59:09.02,1:00:29.97,-72:31:03.1,-72:31:28.4
972,smc,SMC105,5,0:55:12.34,0:56:31.02,-72:31:18.4,-72:32:52.5
973,smc,SMC105,6,0:55:09.40,0:56:29.69,-72:40:23.0,-72:44:16.8
974,smc,SMC105,7,0:55:07.61,0:56:29.02,-72:50:40.3,-72:50:00.9
975,smc,SMC105,8,0:55:07.89,0:56:30.11,-72:58:58.1,-72:58:25.4
976,smc,SMC106,1,0:59:30.28,1:00:56.20,-73:35:07.8,-73:34:33.2
977,smc,SMC106,2,0:59:30.52,1:00:53.71,-73:26:45.8,-73:25:58.3
978,smc,SMC106,3,0:59:29.97,1:00:52.93,-73:16:38.1,-73:19:27.3
979,smc,SMC106,4,0:59:27.72,1:00:52.73,-73:06:49.6,-73:10:28.1
980,smc,SMC106,5,0:55:22.80,0:56:45.88,-73:06:57.9,-73:07:20.0
981,smc,SMC106,6,0:55:20.24,0:56:43.29,-73:15:47.4,-73:19:16.6
982,smc,SMC106,7,0:55:17.86,0:56:43.71,-73:26:14.2,-73:28:03.5
983,smc,SMC106,8,0:55:17.04,0:56:41.57,-73:36:54.0,-73:38:38.5
984,smc,SMC107,1,0:59:48.77,1:01:17.77,-74:09:13.6,-74:10:22.9
985,smc,SMC107,2,0:59:49.27,1:01:16.45,-73:57:25.6,-73:57:02.3
986,smc,SMC107,3,0:59:48.56,1:01:14.68,-73:54:10.9,-73:53:10.2
987,smc,SMC107,4,0:59:46.92,1:01:13.16,-73:43:18.7,-73:41:57.4
988,smc,SMC107,5,0:55:32.10,0:56:59.05,-73:39:51.3,-73:43:06.7
989,smc,SMC107,6,0:55:29.01,0:56:56.95,-73:55:36.0,-73:47:35.8
990,smc,SMC107,7,0:55:28.94,0:56:57.83,-73:57:27.4,-73:56:38.1
991,smc,SMC107,8,0:55:26.77,0:56:56.50,-74:07:56.7,-74:11:38.6
992,smc,SMC108,1,0:58:49.07,1:00:09.61,-72:24:18.3,-72:23:42.4
993,smc,SMC108,2,0:58:49.80,1:00:09.83,-72:15:37.7,-72:18:35.1
994,smc,SMC108,3,0:58:47.88,1:00:07.25,-72:08:57.7,-72:07:50.0
995,smc,SMC108,4,0:58:47.79,1:00:06.04,-71:57:16.2,-71:57:35.6
996,smc,SMC108,5,0:54:54.23,0:56:13.95,-72:00:10.3,-71:56:05.6
997,smc,SMC108,6,0:54:54.51,0:56:13.78,-72:05:50.8,-72:07:21.1
998,smc,SMC108,7,0:54:54.83,0:56:13.20,-72:15:04.6,-72:15:16.3
999,smc,SMC108,8,0:54:52.15,0:56:14.30,-72:24:38.5,-72:23:30.9
1000,smc,SMC109,1,0:58:34.01,0:59:50.59,-71:50:12.4,-71:43:35.6
1001,smc,SMC109,2,0:58:32.84,0:59:51.06,-71:39:35.7,-71:41:14.8
1002,smc,SMC109,3,0:58:32.18,0:59:49.53,-71:25:21.1,-71:31:39.0
1003,smc,SMC109,4,0:58:33.47,0:59:46.95,-71:16:49.3,-71:22:39.1
1004,smc,SMC109,5,0:54:43.35,0:56:04.75,-71:23:53.4,-71:19:37.0
1005,smc,SMC109,6,0:54:46.68,0:56:03.64,-71:28:34.9,-71:25:30.5
1006,smc,SMC109,7,0:54:46.40,0:56:03.31,-71:34:02.2,-71:40:42.1
1007,smc,SMC109,8,0:54:44.98,0:56:02.75,-71:44:08.9,-71:51:32.8
1008,smc,SMC110,1,1:07:00.65,1:08:15.99,-73:00:21.7,-73:02:08.1
1009,smc,SMC110,2,1:06:55.85,1:08:22.11,-72:51:32.6,-72:52:32.6
1010,smc,SMC110,3,1:06:59.47,1:08:19.65,-72:44:05.1,-72:38:45.8
1011,smc,SMC110,4,1:06:58.58,1:08:19.71,-72:35:23.2,-72:33:27.7
1012,smc,SMC110,5,1:03:00.05,1:04:21.08,-72:32:16.4,-72:32:21.6
1013,smc,SMC110,6,1:02:53.16,1:04:20.05,-72:40:55.1,-72:41:58.3
1014,smc,SMC110,7,1:02:57.50,1:04:19.43,-72:51:56.2,-72:50:18.8
1015,smc,SMC110,8,1:02:55.75,1:04:19.16,-73:00:04.5,-72:59:51.8
1016,smc,SMC111,1,1:07:34.03,1:09:00.14,-73:31:38.9,-73:30:15.9
1017,smc,SMC111,2,1:07:33.20,1:08:57.07,-73:24:37.5,-73:26:24.3
1018,smc,SMC111,3,1:07:32.27,1:08:56.73,-73:17:55.5,-73:18:06.9
1019,smc,SMC111,4,1:07:30.49,1:08:54.67,-73:07:30.5,-73:04:07.4
1020,smc,SMC111,5,1:03:25.48,1:04:46.95,-73:08:23.7,-73:09:28.6
1021,smc,SMC111,6,1:03:23.39,1:04:47.52,-73:17:59.6,-73:17:43.5
1022,smc,SMC111,7,1:03:21.67,1:04:48.39,-73:26:48.8,-73:26:32.0
1023,smc,SMC111,8,1:03:21.19,1:04:46.45,-73:32:58.3,-73:35:22.9
1024,smc,SMC112,1,1:07:56.96,1:09:30.68,-74:05:27.6,-74:09:42.8
1025,smc,SMC112,2,1:08:03.92,1:09:31.59,-73:59:01.2,-74:02:36.2
1026,smc,SMC112,3,1:08:01.37,1:09:31.27,-73:47:03.7,-73:48:11.5
1027,smc,SMC112,4,1:08:01.91,1:09:29.18,-73:40:48.0,-73:44:45.9
1028,smc,SMC112,5,1:03:46.75,1:05:07.77,-73:43:59.5,-73:43:49.3
1029,smc,SMC112,6,1:03:45.85,1:05:13.26,-73:47:30.0,-73:47:21.8
1030,smc,SMC112,7,1:03:42.36,1:05:11.04,-73:59:52.7,-73:56:36.7
1031,smc,SMC112,8,1:03:40.85,1:05:11.07,-74:09:50.3,-74:11:05.0
1032,smc,SMC113,1,1:06:22.42,1:07:40.34,-72:23:31.5,-72:24:04.2
1033,smc,SMC113,2,1:06:20.62,1:07:40.01,-72:15:12.6,-72:15:47.5
1034,smc,SMC113,3,1:06:20.53,1:07:38.78,-72:08:33.6,-72:09:02.1
1035,smc,SMC113,4,1:06:20.03,1:07:38.01,-71:52:20.6,-71:59:40.5
1036,smc,SMC113,5,1:02:28.36,1:03:45.97,-72:00:22.5,-71:59:59.9
1037,smc,SMC113,6,1:02:25.77,1:03:45.62,-72:05:32.7,-72:08:51.6
1038,smc,SMC113,7,1:02:25.02,1:03:44.06,-72:10:50.6,-72:17:26.3
1039,smc,SMC113,8,1:02:25.31,1:03:43.43,-72:25:30.2,-72:27:06.2
1040,smc,SMC114,1,1:05:46.68,1:07:04.67,-71:43:46.4,-71:50:27.3
1041,smc,SMC114,2,1:05:47.11,1:07:03.81,-71:34:34.8,-71:42:01.7
1042,smc,SMC114,3,1:05:46.49,1:07:03.34,-71:31:18.7,-71:32:12.1
1043,smc,SMC114,4,1:05:44.59,1:06:59.98,-71:23:32.4,-71:18:28.1
1044,smc,SMC114,5,1:02:00.52,1:03:17.92,-71:21:49.8,-71:18:20.4
1045,smc,SMC114,6,1:01:59.53,1:03:16.31,-71:29:41.1,-71:25:47.9
1046,smc,SMC114,7,1:01:58.84,1:03:16.62,-71:39:15.5,-71:39:55.9
1047,smc,SMC114,8,1:01:59.37,1:03:15.97,-71:48:36.6,-71:50:41.4
1048,smc,SMC115,1,1:14:43.06,1:16:05.94,-73:00:46.8,-72:57:39.1
1049,smc,SMC115,2,1:14:44.34,1:16:09.45,-72:52:47.3,-72:51:06.2
1050,smc,SMC115,3,1:14:40.78,1:16:03.51,-72:39:44.9,-72:39:28.2
1051,smc,SMC115,4,1:14:41.47,1:16:00.81,-72:29:00.1,-72:34:33.6
1052,smc,SMC115,5,1:10:42.17,1:12:02.52,-72:33:00.8,-72:32:15.4
1053,smc,SMC115,6,1:10:41.87,1:12:01.95,-72:41:07.7,-72:35:29.3
1054,smc,SMC115,7,1:10:39.89,1:12:01.72,-72:46:53.8,-72:45:09.6
1055,smc,SMC115,8,1:10:39.05,1:12:00.75,-73:01:35.9,-73:02:28.3
1056,smc,SMC116,1,1:15:21.99,1:16:48.23,-73:34:00.3,-73:29:59.6
1057,smc,SMC116,2,1:15:21.12,1:16:45.93,-73:26:31.7,-73:26:12.3
1058,smc,SMC116,3,1:15:21.29,1:16:42.69,-73:16:24.5,-73:12:47.5
1059,smc,SMC116,4,1:15:20.32,1:16:42.73,-73:08:17.8,-73:04:51.7
1060,smc,SMC116,5,1:11:12.34,1:12:35.10,-73:10:26.4,-73:08:16.2
1061,smc,SMC116,6,1:11:11.00,1:12:36.59,-73:20:08.5,-73:17:01.3
1062,smc,SMC116,7,1:11:09.08,1:12:33.70,-73:27:18.4,-73:29:28.9
1063,smc,SMC116,8,1:11:07.28,1:12:35.05,-73:35:46.6,-73:32:00.5
1064,smc,SMC117,1,1:16:26.58,1:17:58.27,-74:08:54.8,-74:08:57.4
1065,smc,SMC117,2,1:16:38.68,1:17:56.73,-74:03:03.9,-73:57:22.3
1066,smc,SMC117,3,1:16:28.47,1:17:55.56,-73:48:32.9,-73:54:17.8
1067,smc,SMC117,4,1:16:27.53,1:17:49.16,-73:42:04.1,-73:39:32.4
1068,smc,SMC117,5,1:12:14.09,1:13:41.94,-73:40:07.8,-73:38:55.6
1069,smc,SMC117,6,1:12:11.47,1:13:34.98,-73:54:43.8,-73:48:32.2
1070,smc,SMC117,7,1:12:00.60,1:13:36.43,-74:01:40.6,-74:01:55.4
1071,smc,SMC117,8,1:12:08.10,1:13:36.08,-74:12:49.8,-74:13:17.7
1072,smc,SMC118,1,1:13:57.01,1:15:17.39,-72:25:16.9,-72:24:22.5
1073,smc,SMC118,2,1:13:58.63,1:15:13.42,-72:14:55.2,-72:12:02.5
1074,smc,SMC118,3,1:13:56.57,1:15:12.34,-72:02:12.2,-72:01:14.7
1075,smc,SMC118,4,1:13:55.01,1:15:12.00,-71:59:26.7,-71:56:12.1
1076,smc,SMC118,5,1:10:05.09,1:11:22.80,-71:55:20.9,-71:58:00.6
1077,smc,SMC118,6,1:10:01.42,1:11:20.38,-72:08:24.3,-72:07:29.7
1078,smc,SMC118,7,1:09:57.96,1:11:21.45,-72:11:36.3,-72:16:26.6
1079,smc,SMC118,8,1:10:00.45,1:11:19.58,-72:22:54.2,-72:25:15.3
1080,smc,SMC119,1,1:13:03.46,1:14:21.64,-71:44:39.9,-71:44:12.1
1081,smc,SMC119,2,1:13:02.63,1:14:18.16,-71:34:35.7,-71:35:02.4
1082,smc,SMC119,3,1:13:01.68,1:14:17.98,-71:28:25.1,-71:30:04.1
1083,smc,SMC119,4,1:13:01.62,1:14:17.17,-71:24:17.4,-71:23:07.0
1084,smc,SMC119,5,1:09:17.25,1:10:34.54,-71:23:41.8,-71:17:29.8
1085,smc,SMC119,6,1:09:16.61,1:10:32.07,-71:32:41.8,-71:24:54.1
1086,smc,SMC119,7,1:09:14.70,1:10:32.42,-71:40:39.6,-71:36:48.9
1087,smc,SMC119,8,1:09:13.77,1:10:31.19,-71:48:13.1,-71:50:09.6
1088,smc,SMC120,1,1:22:23.61,1:23:45.55,-72:55:31.9,-73:00:33.8
1089,smc,SMC120,2,1:22:18.73,1:23:41.34,-72:53:34.0,-72:51:14.4
1090,smc,SMC120,3,1:22:17.83,1:23:40.92,-72:38:39.3,-72:42:42.1
1091,smc,SMC120,4,1:22:18.49,1:23:37.43,-72:34:20.2,-72:31:32.0
1092,smc,SMC120,5,1:18:17.92,1:19:38.28,-72:31:23.3,-72:28:20.3
1093,smc,SMC120,6,1:18:17.67,1:19:39.85,-72:37:09.0,-72:38:27.5
1094,smc,SMC120,7,1:18:19.26,1:19:38.73,-72:46:50.8,-72:45:54.6
1095,smc,SMC120,8,1:18:15.70,1:19:38.48,-72:55:43.8,-72:56:41.4
1096,smc,SMC121,1,1:23:27.04,1:24:54.41,-73:31:54.9,-73:38:34.0
1097,smc,SMC121,2,1:23:20.94,1:24:54.41,-73:24:17.0,-73:29:08.3
1098,smc,SMC121,3,1:23:25.23,1:24:51.90,-73:13:26.7,-73:20:18.4
1099,smc,SMC121,4,1:23:27.74,1:24:45.41,-73:05:05.1,-73:08:30.5
1100,smc,SMC121,5,1:19:20.17,1:20:42.25,-73:07:27.8,-73:05:25.8
1101,smc,SMC121,6,1:19:16.76,1:20:42.14,-73:15:27.9,-73:13:26.7
1102,smc,SMC121,7,1:19:16.53,1:20:39.19,-73:24:21.7,-73:29:10.1
1103,smc,SMC121,8,1:19:15.07,1:20:44.90,-73:37:29.8,-73:29:37.9
1104,smc,SMC122,1,1:24:45.22,1:26:04.11,-74:11:44.8,-74:13:09.1
1105,smc,SMC122,2,1:24:39.90,1:26:14.61,-74:00:04.3,-74:03:56.9
1106,smc,SMC122,3,1:24:39.76,1:26:09.37,-73:50:20.9,-73:48:17.1
1107,smc,SMC122,4,1:24:42.12,1:26:02.53,-73:39:10.3,-73:38:33.0
1108,smc,SMC122,5,1:20:16.33,1:21:48.66,-73:42:02.4,-73:40:56.2
1109,smc,SMC122,6,1:20:29.17,1:21:53.58,-73:49:05.5,-73:53:55.2
1110,smc,SMC122,7,1:20:21.50,1:21:51.51,-74:02:08.9,-74:02:08.6
1111,smc,SMC122,8,1:20:19.21,1:21:44.27,-74:04:59.3,-74:12:50.1
1112,smc,SMC123,1,1:21:20.52,1:22:43.32,-72:21:37.8,-72:25:27.9
1113,smc,SMC123,2,1:21:22.53,1:22:37.72,-72:18:14.6,-72:14:10.1
1114,smc,SMC123,3,1:21:22.24,1:22:41.61,-72:08:13.7,-72:01:05.8
1115,smc,SMC123,4,1:21:20.94,1:22:37.96,-72:00:06.1,-71:53:42.2
1116,smc,SMC123,5,1:17:30.50,1:18:49.30,-71:58:05.1,-71:51:56.2
1117,smc,SMC123,6,1:17:31.23,1:18:50.15,-72:02:14.4,-72:06:19.7
1118,smc,SMC123,7,1:17:27.80,1:18:48.90,-72:17:33.5,-72:14:03.8
1119,smc,SMC123,8,1:17:27.53,1:18:47.67,-72:24:05.6,-72:23:19.4
1120,smc,SMC124,1,1:20:19.24,1:21:34.49,-71:43:52.2,-71:48:22.4
1121,smc,SMC124,2,1:20:19.68,1:21:32.50,-71:38:58.1,-71:38:39.5
1122,smc,SMC124,3,1:20:21.27,1:21:33.53,-71:24:46.3,-71:31:36.2
1123,smc,SMC124,4,1:20:17.33,1:21:31.97,-71:19:42.9,-71:21:29.9
1124,smc,SMC124,5,1:16:31.68,1:17:48.66,-71:22:20.9,-71:17:57.0
1125,smc,SMC124,6,1:16:33.14,1:17:50.26,-71:31:01.8,-71:29:57.1
1126,smc,SMC124,7,1:16:29.91,1:17:48.37,-71:43:03.6,-71:33:59.5
1127,smc,SMC124,8,1:16:31.49,1:17:50.53,-71:43:22.8,-71:45:36.1
1128,smc,SMC125,1,0:43:28.39,0:44:53.88,-73:33:57.2,-73:34:57.6
1129,smc,SMC125,2,0:43:29.42,0:44:53.11,-73:26:19.9,-73:24:17.9
1130,smc,SMC125,3,0:43:28.45,0:44:51.92,-73:15:21.5,-73:17:22.9
1131,smc,SMC125,4,0:43:26.40,0:44:50.99,-73:08:02.3,-73:08:22.1
1132,smc,SMC125,5,0:39:20.43,0:40:44.33,-73:07:03.6,-73:06:18.9
1133,smc,SMC125,6,0:39:17.48,0:40:41.71,-73:18:28.6,-73:18:33.2
1134,smc,SMC125,7,0:39:16.91,0:40:41.39,-73:26:40.1,-73:25:30.1
1135,smc,SMC125,8,0:39:16.04,0:40:41.33,-73:31:11.3,-73:37:16.8
1136,smc,SMC126,1,0:43:45.09,0:45:08.51,-72:57:34.0,-72:57:01.7
1137,smc,SMC126,2,0:43:45.32,0:45:06.28,-72:50:51.2,-72:46:56.2
1138,smc,SMC126,3,0:43:43.73,0:45:06.91,-72:38:11.0,-72:40:32.1
1139,smc,SMC126,4,0:43:43.74,0:45:04.56,-72:33:56.6,-72:29:53.0
1140,smc,SMC126,5,0:39:45.65,0:41:07.16,-72:27:43.0,-72:26:29.6
1141,smc,SMC126,6,0:39:43.73,0:41:04.57,-72:42:01.9,-72:41:01.9
1142,smc,SMC126,7,0:39:42.92,0:41:04.85,-72:46:18.3,-72:50:44.7
1143,smc,SMC126,8,0:39:41.48,0:41:05.30,-72:54:10.8,-73:01:56.3
1144,smc,SMC127,1,0:44:11.91,0:45:27.40,-71:24:11.7,-71:26:56.1
1145,smc,SMC127,2,0:44:13.33,0:45:29.08,-71:15:27.0,-71:17:13.8
1146,smc,SMC127,3,0:44:12.52,0:45:22.19,-71:04:26.4,-71:03:57.4
1147,smc,SMC127,4,0:44:20.01,0:45:22.96,-70:58:15.1,-70:57:20.0
1148,smc,SMC127,5,0:40:37.63,0:41:45.10,-70:52:42.4,-70:51:26.4
1149,smc,SMC127,6,0:40:27.68,0:41:51.96,-71:05:15.4,-71:04:15.9
1150,smc,SMC127,7,0:40:29.71,0:41:44.33,-71:16:52.2,-71:13:27.2
1151,smc,SMC127,8,0:40:25.34,0:41:44.89,-71:25:19.2,-71:19:55.3
1152,smc,SMC128,1,0:43:14.12,0:44:41.68,-74:13:34.5,-74:06:10.4
1153,smc,SMC128,2,0:43:14.41,0:44:42.79,-73:57:02.5,-74:01:37.8
1154,smc,SMC128,3,0:43:14.68,0:44:40.89,-73:53:34.0,-73:48:14.0
1155,smc,SMC128,4,0:43:11.80,0:44:38.16,-73:45:57.0,-73:45:23.4
1156,smc,SMC128,5,0:38:56.58,0:40:22.66,-73:44:16.9,-73:41:00.5
1157,smc,SMC128,6,0:38:57.21,0:40:22.66,-73:47:26.0,-73:52:14.3
1158,smc,SMC128,7,0:38:55.09,0:40:20.21,-74:04:00.3,-73:59:51.2
1159,smc,SMC128,8,0:38:53.20,0:40:20.07,-74:10:15.3,-74:07:45.6
1160,smc,SMC129,1,0:43:10.14,0:44:39.66,-74:47:05.5,-74:45:55.1
1161,smc,SMC129,2,0:43:03.48,0:44:35.64,-74:33:20.4,-74:33:27.3
1162,smc,SMC129,3,0:43:05.08,0:44:33.07,-74:25:07.9,-74:24:12.1
1163,smc,SMC129,4,0:43:03.16,0:44:31.83,-74:15:18.0,-74:19:37.3
1164,smc,SMC129,5,0:38:37.81,0:40:07.18,-74:18:00.2,-74:21:01.7
1165,smc,SMC129,6,0:38:38.18,0:40:05.61,-74:23:44.7,-74:28:03.6
1166,smc,SMC129,7,0:38:35.10,0:40:04.41,-74:37:53.4,-74:38:36.3
1167,smc,SMC129,8,0:38:32.07,0:40:04.24,-74:43:20.8,-74:45:52.4
1168,smc,SMC130,1,0:35:28.17,0:36:56.50,-73:30:00.7,-73:37:30.4
1169,smc,SMC130,2,0:35:28.77,0:36:53.52,-73:26:04.2,-73:20:00.7
1170,smc,SMC130,3,0:35:27.59,0:36:52.74,-73:15:07.8,-73:17:51.4
1171,smc,SMC130,4,0:35:26.48,0:36:49.45,-73:01:28.4,-73:08:40.5
1172,smc,SMC130,5,0:31:20.23,0:32:44.46,-73:06:34.9,-73:08:36.7
1173,smc,SMC130,6,0:31:17.66,0:32:42.67,-73:15:20.1,-73:10:46.6
1174,smc,SMC130,7,0:31:17.02,0:32:40.71,-73:23:17.8,-73:23:42.6
1175,smc,SMC130,8,0:31:16.90,0:32:41.40,-73:33:02.2,-73:35:25.5
1176,smc,SMC131,1,0:35:55.00,0:37:16.34,-73:01:47.3,-72:57:31.3
1177,smc,SMC131,2,0:35:53.43,0:37:16.89,-72:50:51.1,-72:52:04.4
1178,smc,SMC131,3,0:35:53.49,0:37:13.20,-72:36:18.2,-72:39:55.4
1179,smc,SMC131,4,0:35:51.13,0:37:13.83,-72:31:29.4,-72:31:11.5
1180,smc,SMC131,5,0:31:54.00,0:33:14.22,-72:26:49.6,-72:26:56.8
1181,smc,SMC131,6,0:31:48.19,0:33:12.48,-72:40:07.9,-72:38:47.4
1182,smc,SMC131,7,0:31:50.06,0:33:12.47,-72:51:27.7,-72:50:27.2
1183,smc,SMC131,8,0:31:51.01,0:33:12.89,-72:55:51.3,-72:59:51.6
