,ra,dec,photometry,distance_to_center
18231,12.65301771127809,-70.77125152676945,3265.3171280964534,122.1087679299118
18232,12.640718006682858,-70.7738159291411,3263.777791635308,121.97340446642494
18233,12.628415097175653,-70.7763795328409,3244.192136771403,121.83856820256165
18234,12.616108982615858,-70.7789423374944,3216.3180440872316,121.70426090325708
18235,12.603799662863855,-70.78150434272708,3167.9571627164523,121.5704843343167
18236,12.59148713778124,-70.78406554816429,3109.2015020152066,121.43724026235324
18237,12.579171407230618,-70.78662595343151,3077.833809205706,121.30453045469663
18238,11.984244296732767,-70.9085770555141,2872.725913091457,115.59736824959927
18239,11.671457270355502,-70.97134894042073,2916.1224955669213,113.17839432314781
18240,11.65890403309936,-70.97384909125121,2911.7516375187734,113.09006065746503
18241,11.64634758330245,-70.97634841372445,2920.8981464108915,113.00238946833913
18242,11.633787920914854,-70.97884690746353,2932.8685258291107,112.91538230930468
18243,11.621225045887728,-70.98134457209157,2932.7805549757522,112.8290407269402
18244,11.608658958173368,-70.98384140723158,2925.098331875194,112.74336626075394
18245,11.59608965772546,-70.98633741250651,2926.783328720523,112.65836044306666
18246,11.583517144498717,-70.98883258753942,2950.394239779152,112.57402479888168
18247,11.57094141844901,-70.99132693195324,3017.0172520774663,112.49036084578233
18248,8.991245058391222,-71.47298888445499,3391.337816139363,110.51691892668589
18249,8.978024402428833,-71.4753085984715,3379.196213420587,110.58222039679929
18250,8.964800551180712,-71.4776274054428,3344.4149535447236,110.64823172856818
18251,8.951573504873073,-71.47994530499045,3352.7415082090147,110.71495165417345
18252,8.938343263733914,-71.48226229673595,3407.2822066119293,110.78237889519528
18253,8.925109827992555,-71.48457838030095,3426.610868799954,110.85051216272119
18254,8.911873197879661,-71.48689355530702,3381.928823918704,110.91935015747043
18255,8.89863337362744,-71.48920782137573,3421.896077149434,110.98889156990316
18256,8.88539035546971,-71.4915211781287,3607.993392054912,111.0591350803306
18257,8.111839299207634,-71.62412709000877,3135.13471458408,116.28485226714494
